age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,worker_id,income_x,income_y
36, Private,62346, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0ce68449-3f9f-44ea-b8c6-da952a24f0f7, <=50K, <=50K
34, Private,170769, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,6b8c6f2b-b996-427b-b45f-5511b83d7c6b, >50K, >50K
58, Self-emp-not-inc,141165, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,13cdd864-f6e5-4604-8d1d-e36706589d5b, <=50K, <=50K
20, Private,30035, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,185d2f59-715a-4ddf-aa52-55e1a4a06494, <=50K, <=50K
52, Private,147876, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,15024,0,60, United-States,85e59579-e775-4fb1-89a7-85a827a2bc24, >50K, >50K
29, Private,162312, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States,608aed44-2f56-4d50-b509-83c836702ec5, <=50K, <=50K
30, Private,155659, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States,62f00529-636f-473f-81de-0bf132e25465, <=50K, <=50K
27, Private,253814, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,b0cb96e7-f8b4-45c1-83ac-82fdbcb20528, >50K, >50K
42, Private,111949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,732c16a4-c42f-4178-9455-d9160263ca13, <=50K, <=50K
20, Private,34310, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,1dea991f-39c5-4004-8f46-4ed7d5178031, <=50K, <=50K
35, Self-emp-not-inc,381931, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,f453645d-27ac-4e05-ab57-c80e4f563db1, <=50K, <=50K
41, State-gov,58930, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,d9a772b1-6020-41a1-af15-10403367f10e, <=50K, <=50K
35, Private,210150, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,b0ba929f-9bc9-4d57-8a7e-c1a28a7fc70e, <=50K, <=50K
47, Self-emp-not-inc,318593, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States,5d40f666-219a-49cc-85da-c56bb50ccc88, <=50K, <=50K
26, Private,94936, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,224dffc6-9d42-4c5a-8f31-dc524496421b, <=50K, <=50K
57, Self-emp-inc,101338, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States,b995af8e-fb1a-4a57-8e9d-87b0ba447c93, <=50K, <=50K
44, Private,201599, 11th,7, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,8026a753-a89a-4c39-ab9f-b488f0ff2d37, <=50K, <=50K
24, Private,72143, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,5af92d8f-5776-4992-9678-17e0544bd628, <=50K, <=50K
44, Self-emp-not-inc,149943, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Taiwan,4acc350c-b22c-48b7-a924-48841ce710f9, >50K, >50K
34, Private,226296, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,04ca33f3-0d80-4425-98c4-dffdc0a2620f, <=50K, <=50K
72, Private,89299, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States,855fb007-24f7-4dbe-9afe-b81989ae38f1, <=50K, <=50K
47, Private,102308, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States,514f2295-805c-4f60-b378-8add32d7eec3, >50K, >50K
51, Private,63424, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,6906f609-2843-44d1-a83d-4255911e82d3, >50K, >50K
43, Private,131435, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,d2e5b6c6-0d96-4293-8043-86be1fe3c706, <=50K, <=50K
23, Private,27776, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,30e9be56-5d3a-47f0-94b8-d76b8715526d, <=50K, <=50K
39, Private,135020, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,9335e7d9-245b-46cf-a1b0-4a0cd091eb99, <=50K, <=50K
40, Private,191982, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,245bbff4-d7ac-400d-89fc-69a567a3d804, >50K, >50K
28, Private,162551, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,0,0,48, China,a20b860d-a843-47b6-92d1-2115656a29ad, <=50K, <=50K
37, Private,82521, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,9b57cb65-0489-4144-b17f-75d23ef7013d, >50K, >50K
36, Local-gov,212856, 11th,7, Never-married, Other-service, Unmarried, White, Female,0,0,23, United-States,5ff6e149-8786-43c3-8898-9570463a2fc1, <=50K, <=50K
41, Private,149102, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Poland,e6cf29c7-c101-428d-8013-6d3fe2e17a3b, <=50K, <=50K
44, Private,89172, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,06b0c703-a38a-458e-b3c8-1e1767b4cf6b, >50K, >50K
41, Self-emp-not-inc,169023, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,40, United-States,75f49f79-d1c4-4d24-a132-694a0c949d44, >50K, >50K
52, Private,190333, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,688361a9-4006-4a6e-a143-63616dc763e9, >50K, >50K
45, Private,45857, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,36, United-States,d0647d2d-f1eb-44e4-bcf8-2ba8d06e09fc, <=50K, <=50K
23, Private,194096, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,66a7ae01-be8c-4fe2-b65e-1a1f8d8e29c2, <=50K, <=50K
26, Private,133756, HS-grad,9, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines,c804b28f-029b-4049-9dbd-13f31a7c0507, <=50K, <=50K
38, Local-gov,255454, Bachelors,13, Separated, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States,f25bf1da-1954-44eb-96e1-e6ca4356f375, <=50K, <=50K
32, Private,94041, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Ireland,cf40a9b9-6655-4442-a4d1-5fc30ee7da62, <=50K, <=50K
24, Private,68577, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,24c54c98-1974-47b9-8545-2f7c8d8fbe32, <=50K, <=50K
44, Local-gov,262241, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,861839e3-bc01-4af7-a722-16e9a49ea758, <=50K, <=50K
60, Private,166330, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,99999,0,40, United-States,4a4f05de-1b1b-4d0c-8501-469d01d2cb48, >50K, >50K
17, Private,186890, 10th,6, Married-civ-spouse, Sales, Own-child, White, Female,0,0,30, United-States,932cbaba-8ed6-4e2d-8fac-21d54a487392, <=50K, <=50K
73, Private,349347, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States,4019b3aa-d510-4f31-8fb3-f7a4db0866e4, <=50K, <=50K
30, Private,108023, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,90174c2c-8d7d-486d-adc7-5619340edff2, <=50K, <=50K
42, Private,169628, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States,b9fcec85-72eb-4f8b-b995-e52a96e9a52f, <=50K, <=50K
19, Private,254247, 12th,8, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, ?,72b3c55d-37c2-4ff3-80b5-55c035f2eda0, <=50K, <=50K
38, Private,296212, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,dfc9794c-2cbd-40aa-bf02-0a84e9faf042, <=50K, <=50K
53, Private,608184, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, United-States,2704c68e-a0bb-4872-a3b9-ea3109a33822, >50K, >50K
25, Private,191921, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,d667c18b-1525-4326-99bb-3156785aa19b, <=50K, <=50K
56, Private,437727, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,a4113611-6ebb-49e6-8344-1651e2f452af, <=50K, <=50K
52, Private,191529, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,60, United-States,dc5f89ef-25ad-4e49-97ad-ba20ce986cb2, <=50K, <=50K
26, State-gov,147719, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, India,d8a80226-e51c-4323-a465-9ec704613457, <=50K, <=50K
59, Private,151977, 10th,6, Separated, Priv-house-serv, Not-in-family, Black, Female,0,0,30, United-States,0fbdce8e-93da-4e57-acb0-dc00708f36d7, <=50K, <=50K
64, Self-emp-inc,307786, 1st-4th,2, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States,3ee2d19a-fb30-44b7-af77-0e534b443336, <=50K, <=50K
55, Federal-gov,35723, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,e8c62926-b904-4b5c-8c2b-09ff7f207bcb, >50K, >50K
62, ?,302142, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,2961,0,30, United-States,4742e6c0-8ec2-4181-930f-243bc68d898e, <=50K, <=50K
41, Private,111483, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,3aa564f4-fd6b-4fd4-9c6b-57a3b79a6c6c, <=50K, <=50K
32, Private,288229, Some-college,10, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, Greece,002be149-29f3-4ada-9bbe-545143f764ca, <=50K, <=50K
43, Private,213844, HS-grad,9, Married-AF-spouse, Craft-repair, Wife, Black, Female,0,0,42, United-States,897768e0-4df0-4c07-a0bc-ff624ecf8720, >50K, >50K
57, Private,194850, Some-college,10, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Mexico,2860db89-906f-49c6-a2c4-c22ce09f71e8, <=50K, <=50K
24, Private,113936, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,f7fd7335-3385-412d-8857-3ce1ac00cae6, <=50K, <=50K
59, State-gov,398626, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Male,25236,0,45, United-States,00cf0b81-cb20-47f5-8675-93c27aa045a9, >50K, >50K
38, Private,154641, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,48c59abf-3019-4edb-bcac-7208befd85c3, <=50K, <=50K
22, ?,214238, 7th-8th,4, Never-married, ?, Unmarried, White, Female,0,0,40, Mexico,df9cea7e-a95f-4369-9e70-232779e853ac, <=50K, <=50K
33, ?,234542, Assoc-voc,11, Never-married, ?, Own-child, White, Female,0,0,40, United-States,394c365c-34d8-40a2-b36f-195ebc0b0602, <=50K, <=50K
26, Self-emp-not-inc,213258, HS-grad,9, Divorced, Farming-fishing, Unmarried, White, Male,0,0,65, United-States,78c2be29-4546-4a57-a8e6-0cb935da8eb2, <=50K, <=50K
38, Private,36989, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,3908,0,70, United-States,f7eca233-1054-4f6f-834f-dfc0a1145405, <=50K, <=50K
48, State-gov,130561, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,24, United-States,3ce22b7b-9826-4327-ab79-5e6f36057b9d, <=50K, <=50K
36, Private,180150, 12th,8, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,6cf92192-2700-4438-b483-9dfc17d430f2, <=50K, <=50K
42, Local-gov,226020, HS-grad,9, Separated, Other-service, Not-in-family, Black, Female,0,0,60, ?,f812d273-b655-4cc3-b786-19412d23f585, <=50K, <=50K
42, Self-emp-not-inc,69333, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,4386,0,80, United-States,33843d81-e378-41d4-9fa8-675cbbae06b8, >50K, >50K
48, Private,54759, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, United-States,d3ccb151-316e-4ecc-bcbb-2b57891f7528, <=50K, <=50K
51, Private,194259, Bachelors,13, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,6a2b9ccc-035c-45c5-b55a-18341d532951, <=50K, <=50K
24, Federal-gov,191073, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male,0,0,40, United-States,ec6377da-bd9a-40c1-8b25-ef3b20e4ff15, <=50K, <=50K
31, Private,147654, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,3e27751c-609a-42c4-a26d-434d07f76962, <=50K, <=50K
30, Private,190823, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States,c674f5e0-e833-443b-bfed-e5ed85749296, <=50K, <=50K
23, Private,417605, 5th-6th,3, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico,60c971e6-9d03-4baa-81aa-84b8cbbb6415, <=50K, <=50K
49, Private,337666, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,206b96e6-1dd8-483b-8bb6-c49bf42e064e, <=50K, <=50K
39, Private,43712, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,0c36483d-9002-43fd-816d-1f056127e5e9, >50K, >50K
29, Private,251854, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,e3e280e4-afac-48f8-944b-ea04319602cb, <=50K, <=50K
30, Private,72630, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,00b1693e-8460-4b96-81a7-1a09886d7b81, <=50K, <=50K
30, Private,200246, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,c86d56e4-1307-42e9-98f1-ad9bd716b39b, <=50K, <=50K
51, Federal-gov,97934, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,5178,0,40, United-States,a594b940-ba13-486e-8c0b-0aaa327eeee2, >50K, >50K
46, Private,207301, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States,d0b6d0e6-08ee-41e2-a31e-9d5220abec64, <=50K, <=50K
34, Private,258675, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,b1feb6c9-4b6e-436e-b287-1d828def07db, <=50K, <=50K
39, Private,226374, 10th,6, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,db02bf7b-f663-4059-bc7d-5c2fcdbff5ee, <=50K, <=50K
56, Local-gov,170217, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,aa076b79-d246-4b1b-a116-dcb86dd804cc, <=50K, <=50K
48, Private,50402, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,dec3b163-ae13-4e14-886b-f82f84f0506d, <=50K, <=50K
33, Private,373662, 1st-4th,2, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,0,0,40, Guatemala,814258d7-7676-4fbf-834f-a8fc05c701ca, <=50K, <=50K
48, Private,191858, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,a30b1bf4-64b6-486d-8bb6-08ec214fb587, <=50K, <=50K
19, Private,184710, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States,358851cc-30cf-48ba-bad6-f8034048d57a, <=50K, <=50K
36, Self-emp-not-inc,118429, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,b4a214dc-10b2-4758-ac45-aa2c68f7ba25, <=50K, <=50K
21, Private,154422, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States,180a8a28-fb3c-418f-ad99-378ec6623aef, <=50K, <=50K
41, Federal-gov,185616, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,1980,40, United-States,33d47af0-c29a-4f56-ad39-06230e2f13e7, <=50K, <=50K
39, Private,257942, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,979517eb-48ae-48e5-be1f-0507fefe93ba, <=50K, <=50K
27, Local-gov,123773, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,bde6c0fc-d3fc-4b54-9c73-fa70c3bcc9dd, <=50K, <=50K
59, Private,169982, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2002,50, United-States,ced78666-2582-4439-919f-60aa7d562a6b, <=50K, <=50K
25, ?,161235, Assoc-voc,11, Never-married, ?, Own-child, White, Male,0,0,90, United-States,20a28a32-7fe3-40aa-8ad0-85ff3491c0df, <=50K, <=50K
21, Private,202214, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,87ead399-66a3-40c4-abbf-271611ceb130, <=50K, <=50K
42, Private,154076, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States,2e320aae-997e-4ff9-8255-33dd10f5e308, >50K, >50K
23, Private,161708, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,87226c00-739a-4307-a0d6-1f32f09c8006, <=50K, <=50K
30, Private,187560, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,2bcc47b6-2a68-4ef3-b4d5-fcd708ef679c, <=50K, <=50K
22, ?,32732, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,50, United-States,18a719fb-c658-4865-b963-ea342617ff1d, <=50K, <=50K
49, ?,52590, HS-grad,9, Never-married, ?, Not-in-family, Black, Male,0,0,40, United-States,cd26d371-c1ed-44e7-b639-e3abfd9f8946, <=50K, <=50K
38, Local-gov,216129, Some-college,10, Married-spouse-absent, Exec-managerial, Unmarried, Black, Female,0,0,35, United-States,6491e9bc-1748-421b-94d0-b9f7f688b74a, <=50K, <=50K
34, Private,210736, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, ?,0a9854ac-2c65-45e7-885a-3ce137e4989d, <=50K, <=50K
22, Private,193090, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States,71453766-5834-44bc-8b44-3ee2f1ed12a5, <=50K, <=50K
68, Private,195868, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,20051,0,40, United-States,654b3c27-81f7-4b75-8d93-98b7ce618377, >50K, >50K
35, Private,265662, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,584d6727-5537-443d-b851-e65ea077925c, >50K, >50K
61, Private,97030, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States,b8d9d675-6450-4f06-a7a7-c633c97b62a1, <=50K, <=50K
41, Private,394669, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1741,40, United-States,b591407a-c10b-4678-833e-8e4ce04467c0, <=50K, <=50K
21, ?,161930, HS-grad,9, Never-married, ?, Own-child, Black, Female,0,1504,30, United-States,27e1fba1-42b0-4e12-a947-c49e02f7d028, <=50K, <=50K
33, Private,231826, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,4d42f327-4660-4138-9c5c-8d74e35e1c25, <=50K, <=50K
48, Local-gov,407495, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States,8d050eb8-2faa-470d-af2c-524c66f12938, >50K, >50K
57, Private,133126, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States,9822daf9-20af-45d1-83d2-0c1e25353206, <=50K, <=50K
42, Local-gov,19700, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,2f130d17-86d4-445c-9757-d3c4fd0c7d62, >50K, >50K
25, Private,256620, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1d2450b2-c3cb-4fbc-8e04-a9c6d7ad2e90, <=50K, <=50K
21, Private,256356, 11th,7, Never-married, Priv-house-serv, Other-relative, White, Female,0,0,40, Mexico,c792b6ef-a4e1-44b0-aa6e-6f966760551f, <=50K, <=50K
23, Private,526164, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,eefc395c-5d3a-4392-bce2-8f086fd9c002, <=50K, <=50K
26, Private,174592, Masters,14, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,9d4a59fe-613d-4d12-884a-7b9ec7f08a3a, <=50K, <=50K
45, Private,232586, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,a31d34da-aacc-48ff-9d3a-f6ba66e11e5d, >50K, >50K
17, ?,104025, 11th,7, Never-married, ?, Own-child, White, Male,0,0,18, United-States,84ec485c-1bfe-448a-bb72-a0c2b4a76a63, <=50K, <=50K
20, Private,230891, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,6a49efcd-2bb0-48a2-88c8-a0721a8a6739, <=50K, <=50K
60, ?,106282, 9th,5, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States,d37f6975-52a4-48d6-b00e-e4058ed31699, <=50K, <=50K
50, Self-emp-not-inc,371305, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States,fe8b18b8-16c3-4652-bf1c-241710cc77b1, >50K, >50K
39, Private,67433, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,b11bddf2-dbfe-49d3-8cca-a828107cdd32, <=50K, <=50K
29, Private,286452, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,3418,0,40, United-States,fa842407-9111-46e6-bedb-fb5b1af36c22, <=50K, <=50K
17, ?,181337, 10th,6, Never-married, ?, Own-child, Other, Female,0,0,20, United-States,57f32490-6477-48bf-8fa8-f381a46d63a4, <=50K, <=50K
38, Self-emp-not-inc,140583, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,045d9cb2-bb34-4a76-a22f-4bcdd4b7cc5f, <=50K, <=50K
48, Federal-gov,326048, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States,b8a4d395-92ad-4cdc-8dc5-9e0e8c6201a6, >50K, >50K
25, Self-emp-not-inc,113948, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, White, Female,0,0,45, United-States,4ea5f94c-1096-4277-a495-fd429bf74632, <=50K, <=50K
19, Private,138153, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,3b187745-538e-4af9-ad91-1c4ff774777e, <=50K, <=50K
53, Private,228500, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,66965182-d0bf-41fb-993e-bc81bc5a6b01, >50K, >50K
33, State-gov,425785, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,12570ed0-0188-4f06-a1f3-3d9bba990e0b, <=50K, <=50K
35, Private,189382, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,daa77a3d-7eb1-4db0-a3d9-12fb8328e9a4, <=50K, <=50K
30, Private,160784, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,fb4d58c8-2ebc-4f0a-812e-2ba2a4decc13, <=50K, <=50K
19, ?,263338, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,45, United-States,087c3b8e-9fa8-4591-8dfd-02f96e9d8931, <=50K, <=50K
25, Private,120238, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,f651e4b0-85a1-4a6e-a277-98a0a967d1e8, <=50K, <=50K
28, Private,215955, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,4205b54c-2bbd-47a6-9304-3b4810c27b97, <=50K, <=50K
45, Private,189890, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,5455,0,38, United-States,6d9552d5-7c96-4993-b44e-fd4e5711eead, <=50K, <=50K
35, Private,107160, 12th,8, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States,c4fd7207-1fbc-4a51-8b06-ac5ead292bde, <=50K, <=50K
37, Private,89559, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,78c39826-59dd-4a95-a9c8-d94e8998854b, <=50K, <=50K
17, Private,143868, 9th,5, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States,9476eaae-1ba2-4197-823f-7a7b64de1372, <=50K, <=50K
25, Private,259300, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,16, United-States,1441cc1c-36b6-40ff-80f6-dbb8c32e708f, <=50K, <=50K
46, Private,357338, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,d14a6768-46ea-4add-96c8-597479c72b14, <=50K, <=50K
49, Private,277434, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,ff4156fc-4cc9-499c-9a65-7446249e14df, <=50K, <=50K
37, Private,219141, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,7688,0,40, United-States,db4feb3f-0566-45fa-a9c9-a72ad360fe47, >50K, >50K
24, Private,417668, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States,fdbea202-6dc7-44a7-bba4-6715eb156e89, <=50K, <=50K
43, Private,138184, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,1762,35, United-States,3dfbcbf4-aa81-47d9-beaa-c60583352ce6, <=50K, <=50K
46, Private,24728, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,48, United-States,608f2145-8e85-426b-8c50-3736f723d638, <=50K, <=50K
43, State-gov,206139, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,b0bc3088-da48-4840-8791-d4410ae93b2a, >50K, >50K
32, Federal-gov,148138, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2002,40, Iran,8394b412-1854-4971-b92d-5376d90933d7, <=50K, <=50K
21, Private,216070, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,46, United-States,15d743ba-c91f-47ff-bcf0-285d39b8c601, >50K, >50K
43, Self-emp-not-inc,35236, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States,4d27adaa-14e2-4848-88a9-713e2d02593b, <=50K, <=50K
45, Self-emp-inc,40666, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,f4fc2462-d7be-4a12-8603-4f64b64126a4, >50K, >50K
